sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
1.480000000000000000e+02,9.238011966128192604e-04,2.706975403907690314e+00,2.707648971905536772e+00,2.689149923795776331e+00,2.722244491622225926e+00
1.490000000000000000e+02,9.154234583193133351e-04,2.704768282640443999e+00,2.705447966814409355e+00,2.686854589139362925e+00,2.720071035964616080e+00
1.500000000000000000e+02,9.071836910071339908e-04,2.702544009794467961e+00,2.703229916636817443e+00,2.684536056740433274e+00,2.717860202783664469e+00
1.510000000000000000e+02,8.990787659865495662e-04,2.700302886156076720e+00,2.700995122132377801e+00,2.682129846066695578e+00,2.715631743524133057e+00
1.520000000000000000e+02,8.911056447377623110e-04,2.698045207363007236e+00,2.698743878848962829e+00,2.679657947755078151e+00,2.713432142729103269e+00
1.530000000000000000e+02,8.832613757626098152e-04,2.695771264013013813e+00,2.696476477232752522e+00,2.677172304557436266e+00,2.711224685217087149e+00
1.540000000000000000e+02,8.755430915652561395e-04,2.693481341769309534e+00,2.694193202734840753e+00,2.674670980629612949e+00,2.709053418881607112e+00
1.550000000000000000e+02,8.679480057558173773e-04,2.691175721462476300e+00,2.691894335914827963e+00,2.672309562901979518e+00,2.706862260752000982e+00
1.560000000000000000e+02,8.604734102711798218e-04,2.688854679190547881e+00,2.689580152542379476e+00,2.669940667295027659e+00,2.704598192387646094e+00
1.570000000000000000e+02,8.531166727075692371e-04,2.686518486415710338e+00,2.687250923695427396e+00,2.667407643813926033e+00,2.702315577541945846e+00
1.580000000000000000e+02,8.458752337597253909e-04,2.684167410059596470e+00,2.684906915856684062e+00,2.665006315285892047e+00,2.700016684552006829e+00
1.590000000000000000e+02,8.387466047617819082e-04,2.681801712594890752e+00,2.682548391006953192e+00,2.662607851605062859e+00,2.697704802713481786e+00
1.600000000000000000e+02,8.317283653252392469e-04,2.679421652135739240e+00,2.680175606716754810e+00,2.660119388976466492e+00,2.695375315778774539e+00
1.610000000000000000e+02,8.248181610696074702e-04,2.677027482525276447e+00,2.677788816235653346e+00,2.657559824940481708e+00,2.693032514770688390e+00
1.620000000000000000e+02,8.180137014415790045e-04,2.674619453420742587e+00,2.675388268578662299e+00,2.654988415221367859e+00,2.690673432126116538e+00
1.630000000000000000e+02,8.113127576187410860e-04,2.672197810377622496e+00,2.672974208611606173e+00,2.652403071677713164e+00,2.688298624695428796e+00
1.640000000000000000e+02,8.047131604940929283e-04,2.669762794930587990e+00,2.670546877133845864e+00,2.649804039528453448e+00,2.685919358546436708e+00
1.650000000000000000e+02,7.982127987377768408e-04,2.667314644673059565e+00,2.668106510959275202e+00,2.647191560499919216e+00,2.683516083018426812e+00
1.660000000000000000e+02,7.918096169326460090e-04,2.664853593334772341e+00,2.665653342995133457e+00,2.644565872889568681e+00,2.681091818102459001e+00
1.670000000000000000e+02,7.855016137804274974e-04,2.662379870858175401e+00,2.663187602319508240e+00,2.641927211629327310e+00,2.678662979362748331e+00
1.680000000000000000e+02,7.792868403754267103e-04,2.659893703471252202e+00,2.660709514256642372e+00,2.639275808345755703e+00,2.676220851835489967e+00
1.690000000000000000e+02,7.731633985428524713e-04,2.657395313760603894e+00,2.658219300450362255e+00,2.636628198206365514e+00,2.673765675310553647e+00
1.700000000000000000e+02,7.671294392389829339e-04,2.654884920742316634e+00,2.655717178936551015e+00,2.634009335736108071e+00,2.671297685732675120e+00
1.710000000000000000e+02,7.611831610105402072e-04,2.652362739930441471e+00,2.653203364213507776e+00,2.631378564535524323e+00,2.668817115273297791e+00
