sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
1.070000000000000000e+02,1.419353749432716123e-03,2.927721760382890448e+00,2.927809724670501712e+00,2.914631991370713049e+00,2.939724826369329413e+00
1.080000000000000000e+02,1.400156068639203536e-03,2.928641433490564605e+00,2.928729672277162521e+00,2.915432288984185938e+00,2.940754696272764424e+00
1.090000000000000000e+02,1.381385646877438065e-03,2.929524099357454059e+00,2.929612641566072817e+00,2.916196272488576380e+00,2.941733940070105913e+00
1.100000000000000000e+02,1.363029439804029760e-03,2.930370510615857516e+00,2.930459384216575369e+00,2.916922080649367199e+00,2.942726723750840101e+00
1.110000000000000000e+02,1.345074908009229143e-03,2.931181401923849794e+00,2.931270633962068661e+00,2.917610602485298799e+00,2.943740118687086849e+00
1.120000000000000000e+02,1.327509993366632595e-03,2.931957490394948351e+00,2.932047107022541343e+00,2.918264732698816033e+00,2.944556300777959823e+00
1.130000000000000000e+02,1.310323096682216226e-03,2.932699476019133389e+00,2.932789502528057923e+00,2.918803120448576038e+00,2.945292588317651727e+00
1.140000000000000000e+02,1.293503056560829905e-03,2.933408042076429467e+00,2.933498502934063445e+00,2.919309612452085645e+00,2.946048013156915335e+00
1.150000000000000000e+02,1.277039129414093586e-03,2.934083855541553820e+00,2.934174774428235821e+00,2.919810275522021659e+00,2.946811658592292105e+00
1.160000000000000000e+02,1.260920970539014833e-03,2.934727567481203447e+00,2.934818967328966632e+00,2.920416832673687235e+00,2.947545462252076032e+00
1.170000000000000000e+02,1.245138616201541849e-03,2.935339813443369028e+00,2.935431716475812802e+00,2.921030223649645929e+00,2.948309810852355106e+00
1.180000000000000000e+02,1.229682466663868093e-03,2.935921213837912269e+00,2.936013641611118885e+00,2.921519875906469998e+00,2.949022923390344886e+00
1.190000000000000000e+02,1.214543270098465732e-03,2.936472374309551991e+00,2.936565347753584465e+00,2.921955979845676232e+00,2.949622619946219881e+00
1.200000000000000000e+02,1.199712107335735916e-03,2.936993886102789109e+00,2.937087425563676746e+00,2.922363096631559909e+00,2.950185679491718282e+00
1.210000000000000000e+02,1.185180377395727820e-03,2.937486326419225691e+00,2.937580451701053086e+00,2.922741797961611265e+00,2.950748196883883345e+00
1.220000000000000000e+02,1.170939783757716677e-03,2.937950258766806488e+00,2.938044989173766997e+00,2.923092641633412647e+00,2.951302591189370439e+00
1.230000000000000000e+02,1.156982321324487393e-03,2.938386233300958494e+00,2.938481587679476981e+00,2.923416171893214344e+00,2.951873852056052350e+00
1.240000000000000000e+02,1.143300264041030015e-03,2.938794787158534483e+00,2.938890783938889584e+00,2.923716042213303279e+00,2.952414090778650024e+00
1.250000000000000000e+02,1.129886153129965173e-03,2.939176444784766140e+00,2.939273102021852324e+00,2.924042076115503708e+00,2.952923679886206187e+00
1.260000000000000000e+02,1.116732785908485480e-03,2.939531718251081394e+00,2.939629053665181679e+00,2.924299637635224158e+00,2.953403162876961918e+00
1.270000000000000000e+02,1.103833205153862893e-03,2.939861107566863030e+00,2.939959138583182252e+00,2.924575447727459920e+00,2.953853072045586892e+00
1.280000000000000000e+02,1.091180688986653075e-03,2.940165100984013513e+00,2.940263844771206170e+00,2.924750319586978620e+00,2.954273928695039686e+00
